Centaur Zendo round 1 (training)
round_id : e73b193b198c4a399d3b843b8ef820bd
written  : 2026-09-04 14:13:17Z
presented=396  answered=396  correct=1  skipped=0
client answer latency: mean 0.146 ms  median 0.099 ms  max 10.278 ms  (n=396)

 idx  name          clue                                      answer                                    score
  53  Wordz         1743                                      the telecommunications everything becau…  0
  54  Wordz         18142                                     the to and of a                           0
  55  Wordz         2352                                      two three five two                        0
  56  Wordz         233                                       233                                       0
  57  Wordz         354                                       but think like                            0
  58  Wordz         252434                                    internationalization                      0
  59  Wordz         534524                                    aboutthethatabouttothat                   0
  60  Wordz         1233                                      a to the the                              0
  61  Wordz         221                                       you you the                               0
  62  Wordz         333                                       that that that                            0
  63  Wordz         424                                       everything are everything                 0
  64  Wordz         27423                                     the to and of a                           0
  65  Wordz         3533                                      three five three three                    0
  66  Wordz         424528                                    424528                                    0
  67  Wordz         3856                                      but research could school                 0
  68  Wordz         141343                                    responsibilities                          0
  69  Wordz         441                                       thatthata                                 0
  70  Wordz         34374                                     the that the because that                 0
  71  Wordz         145                                       the because information                   0
  72  Wordz         5413                                      through which to that                     0
  73  Wordz         332644                                    because because are responsibility ever…  0
  74  Wordz         3344                                      the to and of                             0
  75  Wordz         371315                                    three seven one three one five            0
  76  Wordz         1726                                      1726                                      0
  77  Wordz         465                                       will things could                         0
  78  Wordz         232434                                    telecommunications                        0
  79  Wordz         3413                                      thethatathe                               0
  80  Wordz         3433                                      the that the the                          0
  81  Wordz         362                                       about international you                   0
  82  Wordz         1333                                      to that that that                         0
  83  Wordz         433                                       everything because because                0
  84  Wordz         353                                       the to and                                0
  85  Wordz         253                                       two five three                            0
  86  Wordz         25245                                     25245                                     0
  87  Wordz         242323                                    as just he one my out                     0
  88  Wordz         352                                       government                                0
  89  Wordz         433                                       thatthethe                                0
  90  Wordz         142                                       a that to                                 0
  91  Wordz         3435                                      about because about information           0
  92  Wordz         343125                                    that which that to the through            0
  93  Wordz         253                                       are university because                    0
  94  Wordz         364433                                    the to and of a in                        0
  95  Wordz         1344                                      one three four four                       0
  96  Wordz         4336                                      4336                                      0
  97  Wordz         35342                                     but think his what my                     0
  98  Wordz         243                                       something                                 0
  99  Wordz         154236                                    aaboutthattothepeople                     0
 100  Wordz         16261                                     a people to people a                      0
 101  Wordz         3443                                      about because because about               0
 102  Wordz         2324                                      the that the which                        0
 103  Wordz         422346                                    everything are are because everything r…  0
 104  Wordz         451                                       the to and                                0
 105  Wordz         152425                                    one five two four two five                0
 106  Wordz         27444                                     27444                                     0
 107  Wordz         23535                                     as all could one where                    0
 108  Wordz         4435                                      responsibilities                          0
 109  Wordz         36364                                     thepeoplethepeoplethat                    0
 110  Wordz         3533                                      the about the the                         0
 111  Wordz         46242                                     because international you because you     0
 112  Wordz         3655                                      that something through through            0
 113  Wordz         4444                                      everything everything everything everyt…  0
 114  Wordz         365                                       the to and                                0
 115  Wordz         454523                                    four five four five two three             0
 116  Wordz         2443                                      2443                                      0
 117  Wordz         27442                                     as thought like what my                   0
 118  Wordz         425443                                    pricewaterhousecoopers                    0
 119  Wordz         43242                                     thatthetothatto                           0
 120  Wordz         252514                                    to about to about a that                  0
 121  Wordz         443216                                    because because about you the internati…  0
 122  Wordz         223                                       the the that                              0
 123  Wordz         443445                                    everything everything because everythin…  0
 124  Wordz         22364                                     the to and of a                           0
 125  Wordz         3334                                      three three three four                    0
 126  Wordz         3314                                      3314                                      0
 127  Wordz         44353                                     will just his these can                   0
 128  Wordz         243436                                    pricewaterhousecoopers                    0
 129  Wordz         432                                       thattheto                                 0
 130  Wordz         372546                                    the because to about that people          0
 131  Wordz         332                                       about about you                           0
 132  Wordz         4335                                      which that that through                   0
 133  Wordz         233415                                    are because because everything the univ…  0
 134  Wordz         234                                       the to and                                0
 135  Wordz         1632                                      one six three two                         0
 136  Wordz         3653                                      3653                                      0
 137  Wordz         1435                                      r just his these                          0
 138  Wordz         252                                       something                                 0
 139  Wordz         252                                       toaboutto                                 0
 140  Wordz         53542                                     about the about that to                   0
 141  Wordz         261353                                    you international the about information…  0
 142  Wordz         452                                       which through the                         0
 143  Wordz         223                                       are are because                           0
 144  Wordz         264412                                    the to and of a in                        0
 145  Wordz         461                                       four six one                              0
 146  Wordz         1526                                      1526                                      0
 147  Wordz         372                                       but thought he                            0
 148  Wordz         343                                       government                                0
 149  Wordz         1634                                      apeoplethethat                            0
 150  Wordz         4423                                      that that to the                          0
 151  Wordz         34251                                     about because you information the         0
 152  Wordz         243                                       the which that                            0
 153  Wordz         255                                       are university university                 0
 154  Wordz         235714                                    the to and of a in                        0
 155  Wordz         342417                                    three four two four one seven             0
 156  Wordz         25332                                     25332                                     0
 157  Wordz         242516                                    as just he these x please                 0
 158  Wordz         1252                                      government                                0
 159  Wordz         33345                                     thethethethatabout                        0
 160  Wordz         42343                                     that to the that the                      0
 161  Wordz         2324                                      you about you because                     0
 162  Wordz         2624                                      the something the which                   0
 163  Wordz         33431                                     because because everything because the    0
 164  Wordz         343                                       the to and                                0
 165  Wordz         255433                                    two five five four three three            0
 166  Wordz         224                                       224                                       0
 167  Wordz         25332                                     as think his one my                       0
 168  Wordz         323425                                    counterintelligence                       0
 169  Wordz         352315                                    theabouttotheaabout                       0
 170  Wordz         45341                                     that about the that a                     0
 171  Wordz         263424                                    you international about because you bec…  0
 172  Wordz         23244                                     the that the which which                  0
 173  Wordz         263                                       are responsibility because                0
 174  Wordz         16354                                     the to and of a                           0
 175  Wordz         46532                                     four six five three two                   0
 176  Wordz         454735                                    454735                                    0
 177  Wordz         3526                                      but think he school                       0
 178  Wordz         162557                                                                              0
 179  Wordz         23542                                     totheaboutthatto                          0
 180  Wordz         3613                                      the people a the                          0
 181  Wordz         133                                       the about about                           0
 182  Wordz         24125                                     the which to the through                  0
 183  Wordz         351                                       because university the                    0
 184  Wordz         321                                       the to and                                0
 185  Wordz         4622                                      four six two two                          0
 186  Wordz         26242                                     26242                                     0
 187  Wordz         4414                                      will just e what                          0
 188  Wordz         29363                                                                               0
 189  Wordz         244635                                    tothatthatpeopletheabout                  0
 190  Wordz         3323                                      the the to the                            0
 191  Wordz         26325                                     you international about you information   0
 192  Wordz         24243                                     the which the which that                  0
 193  Wordz         16252                                     the responsibility are university are     0
 194  Wordz         363324                                    the to and of a in                        0
 195  Wordz         37324                                     three seven three two four                0
 196  Wordz         35222                                     35222                                     0
 197  Wordz         22442                                     as at like what my                        0
 198  Wordz         3413                                      information                               0
 199  Wordz         251236                                    toaboutatothepeople                       0
 200  Wordz         233                                       to the the                                0
 201  Wordz         2432                                      you because about you                     0
 202  Wordz         231243                                    the that to the which that                0
 203  Wordz         255                                       are university university                 0
 204  Wordz         2625                                      the to and of                             0
 205  Wordz         232624                                    two three two six two four                0
 206  Wordz         332                                       332                                       0
 207  Wordz         231235                                    as all e by can right                     0
 208  Wordz         43244                                     interdisciplinary                         0
 209  Wordz         2433                                      tothatthethe                              0
 210  Wordz         52244                                     about to to that that                     0
 211  Wordz         141635                                    the because the international about inf…  0
 212  Wordz         1544                                      to through which which                    0
 213  Wordz         262                                       are responsibility are                    0
 214  Wordz         2315                                      the to and of                             0
 215  Wordz         382                                       three eight two                           0
 216  Wordz         16244                                     16244                                     0
 217  Wordz         322426                                    but at he what my please                  0
 218  Wordz         4324                                      international                             0
 219  Wordz         152346                                    aabouttothethatpeople                     0
 220  Wordz         452524                                    that about to about to that               0
 221  Wordz         233                                       you about about                           0
 222  Wordz         25252                                     the through the through the               0
 223  Wordz         2215                                      are are the university                    0
 224  Wordz         141223                                    the to and of a in                        0
 225  Wordz         144324                                    one four four three two four              0
 226  Wordz         222212                                    222212                                    0
 227  Wordz         24241                                     as just he what x                         0
 228  Wordz         2735                                      interdisciplinary                         0
 229  Wordz         453                                       thataboutthe                              0
 230  Wordz         233                                       to the the                                0
 231  Wordz         233355                                    you about about about information infor…  0
 232  Wordz         32353                                     that the that through that                0
 233  Wordz         342                                       because everything are                    0
 234  Wordz         442335                                    the to and of a in                        0
 235  Wordz         4423                                      four four two three                       0
 236  Wordz         343344                                    343344                                    0
 237  Wordz         223535                                    as at his these can right                 0
 238  Wordz         2324                                      information                               0
 239  Wordz         262332                                    topeopletothetheto                        0
 240  Wordz         4736                                      that because the people                   0
 241  Wordz         24354                                     you because about information because     0
 242  Wordz         47241                                     which government the which to             0
 243  Wordz         442                                       everything everything are                 0
 244  Wordz         352                                       the to and                                0
 245  Wordz         2434                                      two four three four                       0
 246  Wordz         5644                                      5644                                      0
 247  Wordz         45253                                     will think he these can                   0
 248  Wordz         341                                       business                                  0
 249  Wordz         233                                       tothethe                                  0
 250  Wordz         3633                                      the people the the                        0
 251  Wordz         1433                                      the because about about                   0
 252  Wordz         1555                                      to through through through                0
 253  Wordz         1452                                      the everything university are             0
 254  Wordz         232418                                    the to and of a in                        0
 255  Wordz         452327                                    four five two three two seven             0
 256  Wordz         333                                       333                                       0
 257  Wordz         3826                                      but research he school                    0
 258  Wordz         431736                                                                              0
 259  Wordz         351                                       theabouta                                 0
 260  Wordz         454                                       that about that                           0
 261  Wordz         364326                                    about international because about you i…  0
 262  Wordz         333                                       that that that                            0
 263  Wordz         2713                                      are telecommunications the because        0
 264  Wordz         353323                                    the to and of a in                        0
 265  Wordz         25544                                     two five five four four                   0
 266  Wordz         34272                                     34272                                     0
 267  Wordz         24143                                     as just e what can                        0
 268  Wordz         44122                                     international                             0
 269  Wordz         24443                                     tothatthatthatthe                         0
 270  Wordz         2345                                      to the that about                         0
 271  Wordz         321                                       about you the                             0
 272  Wordz         163                                       to something that                         0
 273  Wordz         16343                                     the responsibility because everything b…  0
 274  Wordz         2615                                      the to and of                             0
 275  Wordz         253346                                    two five three three four six             0
 276  Wordz         532                                       532                                       0
 277  Wordz         2725                                      as thought he these                       0
 278  Wordz         1346                                      administration                            0
 279  Wordz         353726                                    theaboutthebecausetopeople                0
 280  Wordz         3325                                      the the to about                          0
 281  Wordz         642625                                    international because you international…  0
 282  Wordz         262326                                    the something the that the something      0
 283  Wordz         4453                                      everything everything university because  0
 284  Wordz         14534                                     the to and of a                           0
 285  Wordz         35133                                     three five one three three                0
 286  Wordz         154525                                    154525                                    0
 287  Wordz         253                                       as think his                              0
 288  Wordz         2213                                      business                                  0
 289  Wordz         2435                                      tothattheabout                            0
 290  Wordz         16481                                     a people that business a                  0
 291  Wordz         232                                       you about you                             0
 292  Wordz         26211                                     the something the to to                   0
 293  Wordz         364435                                    because responsibility everything every…  0
 294  Wordz         53242                                     the to and of a                           0
 295  Wordz         16224                                     one six two two four                      0
 296  Wordz         2746                                      2746                                      0
 297  Wordz         1443                                      r just like one                           0
 298  Wordz         34111                                     government                                0
 299  Wordz         322                                       thetoto                                   0
 300  Wordz         151                                       a about a                                 0
 301  Wordz         223236                                    you you about you about international     0
 302  Wordz         33351                                     that that that through to                 0
 303  Wordz         442                                       everything everything are                 0
 304  Wordz         342414                                    the to and of a in                        0
 305  Wordz         2623                                      two six two three                         0
 306  Wordz         323336                                    323336                                    0
 307  Wordz         2135                                      as c his these                            0
 308  Wordz         3314                                      information                               0
 309  Wordz         2414                                      tothatathat                               0
 310  Wordz         323                                       the to the                                0
 311  Wordz         342333                                    about because you about about about       0
 312  Wordz         253214                                    the through that the to which             0
 313  Wordz         4634                                      everything responsibility because every…  0
 314  Wordz         2426                                      the to and of                             0
 315  Wordz         251                                       two five one                              0
 316  Wordz         1234                                      1234                                      0
 317  Wordz         242833                                    as just he probably can out               0
 318  Wordz         164534                                                                              0
 319  Wordz         36331                                     thepeoplethethea                          0
 320  Wordz         334432                                    the the that that the to                  0
 321  Wordz         341                                       about because the                         0
 322  Wordz         2646                                      the something which something             0
 323  Wordz         342416                                    because everything are everything the r…  0
 324  Wordz         23254                                     the to and of a                           0
 325  Wordz         232143                                    two three two one four three              0
 326  Wordz         165535                                    165535                                    0
 327  Wordz         14434                                     r just like one when                      0
 328  Wordz         341523                                    telecommunications                        0
 329  Wordz         343223                                    thethatthetotothe                         0
 330  Wordz         544                                       about that that                           0
 331  Wordz         34255                                     about because you information informati…  0
 332  Wordz         232                                       the that the                              0
 333  Wordz         143725                                    the everything because telecommunicatio…  0
 334  Wordz         443443                                    the to and of a in                        0
 335  Wordz         56152                                     five six one five two                     0
 336  Wordz         25133                                     25133                                     0
 337  Wordz         362                                       but things he                             0
 338  Wordz         4635                                      telecommunications                        0
 339  Wordz         343325                                    thethatthethetoabout                      0
 340  Wordz         452                                       that about to                             0
 341  Wordz         242                                       you because you                           0
 342  Wordz         1455                                      to which through through                  0
 343  Wordz         241626                                    are everything the responsibility are r…  0
 344  Wordz         34263                                     the to and of a                           0
 345  Wordz         23432                                     two three four three two                  0
 346  Wordz         132                                       132                                       0
 347  Wordz         244535                                    as just like these can right              0
 348  Wordz         253623                                                                              0
 349  Wordz         353                                       theaboutthe                               0
 350  Wordz         2432                                      to that the to                            0
 351  Wordz         242235                                    you because you you about information     0
 352  Wordz         223                                       the the that                              0
 353  Wordz         14552                                     the everything university university are  0
 354  Wordz         153323                                    the to and of a in                        0
 355  Wordz         154                                       one five four                             0
 356  Wordz         352                                       352                                       0
 357  Wordz         24231                                     as just he one x                          0
 358  Wordz         37244                                     internationalization                      0
 359  Wordz         152437                                    aabouttothatthebecause                    0
 360  Wordz         2416                                      to that a people                          0
 361  Wordz         164555                                    the international because information i…  0
 362  Wordz         343                                       that which that                           0
 363  Wordz         1436                                      the everything because responsibility     0
 364  Wordz         4435                                      the to and of                             0
 365  Wordz         252433                                    two five two four three three             0
 366  Wordz         183                                       183                                       0
 367  Wordz         24223                                     as just he by can                         0
 368  Wordz         24233                                     administration                            0
 369  Wordz         1324                                      athetothat                                0
 370  Wordz         351                                       the about a                               0
 371  Wordz         23234                                     you about you about because               0
 372  Wordz         2424                                      the which the which                       0
 373  Wordz         434                                       everything because everything             0
 374  Wordz         441                                       the to and                                0
 375  Wordz         244                                       two four four                             0
 376  Wordz         3624                                      3624                                      0
 377  Wordz         24433                                     as just like one can                      0
 378  Wordz         2416                                      international                             0
 379  Wordz         354                                       theaboutthat                              0
 380  Wordz         223422                                    to to the that to to                      0
 381  Wordz         2424                                      you because you because                   0
 382  Wordz         2427                                      the which the government                  0
 383  Wordz         152                                       the university are                        0
 384  Wordz         51354                                     the to and of a                           0
 385  Wordz         142                                       one four two                              0
 386  Wordz         164                                       164                                       0
 387  Wordz         362424                                    but things he what my more                0
 388  Wordz         33321                                     relationship                              0
 389  Wordz         23364                                     tothethepeoplethat                        0
 390  Wordz         2222                                      to to to to                               0
 391  Wordz         242435                                    you because you because about informati…  0
 392  Wordz         262545                                    the something the through which through   0
 393  Wordz         371645                                    because telecommunications the responsi…  0
 394  Wordz         24252                                     the to and of a                           0
 395  Wordz         45262                                     four five two six two                     0

per-name tally this round
name             presented correct  hit-rate
Wordz                  396       1      0.3%
